"DATAREG";"EXTNO";"CODIGO BARRA";"REGISTRO";"GRUPO";"FAMILIA";"GENERO";"ESPECIE";"AUTOR";"INFRAESPEC";"RANKINFRA";"AUTORINFRA";"ORIGEM_NR";"HERBARIO";"DET";"QUALIFIC";"DATADET";"PAIS";"ESTADO";"MUNICIPIO";"LATGRAU";"LATMIN";"LATSEG";"LATDIREC";"LONGGRAU";"LONGMIN";"LONGSEG";"LONGDIREC";"X__1";"LOCALIDADE";"COORDENADA-OBS";"ALTITUDE";"ALTMAIOR";"HABITAT";"VEGETACAO";"COLETOR";"OUTROSCOL";"NUMCOLETOR";"CODIGOCOL";"DATACOL";"DIA";"MES";"ANO";"OBSCOL";"FENOFASE";"NUMDUPLS";"DESTINO";"LEMBRETE";"ANOEMPRESTIMO";"EMPRESTIMO";"NRPARTES";"EM";"PARA";"A_CUIDADOS";"DEVOLUCAO";"OBS";"REMESSA";"vazio";"COLEÇÃO";"TIPIFICAÇÃO";"JR";"PARQUE";"INVENTÁRIO 2001";"INVENTÁRIO";"C EPÍFITAS";"DISTRIBUIÇÃO DE DUPLICATAS";"SUSPEITO-CRIA";"LOCALIDADE DETALHADA";"DUPLICATA DE";"INVENTÁRIO 2010";"INVENTÁRIO 2010 OBS";"INVENTÁRIO 2010 LOCALIZADO"
NA;NA;"MBML00005860";6420;"AD";"ACANTHACEAE";"Justicia";"cydoniifolia";"(Nees) Lindau";NA;NA;NA;NA;"PART";"A.L.A. Côrtes/01-10-2009";NA;NA;"Brasil";"Espírito Santo";"Guarapari";20;37;37;"S";40;25;35;"W";NA;"Setiba";"Google Earth - aproximação pela localidade próxima";NA;NA;NA;NA;"B. Weinberg";NA;0;"WEINBERG, S/N";NA;5;6;1980;"Trepadeira 3 a 4m, vistosa, lugar meio sombreado úmido, flores lilás forte.";NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2002-05-23;NA;NA;"RB";NA;NA;NA;2010-08-17;NA;TRUE
"15/09/1999";NA;"MBML00005859";10474;"AD";"ACANTHACEAE";"Justicia";"cydoniifolia";"(Nees) Lindau";NA;NA;NA;NA;NA;"A.L.A. Côrtes/01-10-2009";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;48;20;"S";40;40;53;"W";NA;"São João de Petrópolis, E.A.F.S.T.";"Google Earth - aproximação pelo local da coleta";NA;NA;NA;NA;"W. P. Lopes";"E. Bausen & W. Pizziolo";690;NA;NA;12;5;1999;"Liana. Flores e botões florais arroxeados.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"E";NA;NA;NA;2002-05-23;NA;NA;"RB";NA;NA;NA;2010-08-17;NA;TRUE
"24/02/2000";NA;"MBML00005855";11908;"AD";"ACANTHACEAE";"Justicia";"cydoniifolia";"(Nees) Lindau";NA;NA;NA;NA;NA;"A.L.A. Côrtes/01-10-2009";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;49;25;"S";40;30;38;"W";NA;"Nova Lombardia";"Google Earth - aproximação pela localidade próxima";NA;NA;NA;NA;"L. Kollmann";"et al";2288;NA;NA;26;3;1999;"Trepadeira. Flores roxas";NA;NA;NA;"AR*";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"E";NA;NA;NA;2002-05-24;NA;NA;"RB";NA;NA;NA;2010-08-17;NA;TRUE
"22/05/2000";NA;"MBML00005861";12472;"AD";"ACANTHACEAE";"Justicia";"cydoniifolia";"(Nees) Lindau";NA;NA;NA;NA;NA;"A.L.A. Côrtes/01-10-2009";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;50;41;"S";40;32;56;"W";NA;"Alto Lombardia, cabeceira do 25 de Julho";"Google Earth - aproximação pela localidade próxima";NA;NA;NA;NA;"V. Demuner";"et al";965;NA;NA;27;4;2000;"Trepadeira sobre arbusto, botões florais, flores com cálice verde, corola lilás, anteras amarelas, frutos jovens de cor verde, maduros de cor lilás. Borda de mata próximo ao lago.";NA;NA;NA;"AR*";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"E";NA;NA;NA;2002-05-24;NA;NA;"RB";NA;NA;NA;2010-08-17;NA;TRUE
"24/05/2000";NA;"MBML00005854";12621;"AD";"ACANTHACEAE";"Justicia";"cydoniifolia";"(Nees) Lindau";NA;NA;NA;NA;NA;"A.L.A. Côrtes/01-10-2009";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;53;52;"S";40;48;53;"W";NA;"Pedra da Onça";"Google Earth - aproximação pelo local da coleta";NA;NA;NA;NA;"V. Demuner";"et al";1059;NA;NA;16;5;2000;"Trepadeira sobre arbusto, botões florais e flores lilás. Interior de mata secundária.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"E";NA;NA;NA;2002-05-24;NA;NA;"RB";"X";NA;NA;2010-08-17;NA;TRUE
"30/07/2002";NA;"MBML00005865";16913;"AD";"ACANTHACEAE";"Justicia";"cydoniifolia";"(Nees) Lindau";NA;NA;NA;NA;NA;"A.L.A. Côrtes/01-10-2009";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;54;27;"S";40;33;11;"W";NA;"Reserva Biológica Augusto Ruschi - Nova Lombardia";"Google Earth - Sede da UC";NA;NA;NA;NA;"R.R. Vervloet";"et al";192;NA;NA;24;4;2002;"Trepadeira com 1m de altura, brácteas verde, cálice verde piloso, corola roxa, estilete branco, anteras amarela.";NA;NA;NA;"AR";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"E";NA;NA;NA;2002-07-30;NA;NA;"RB";NA;NA;NA;2010-08-17;NA;TRUE
"29/10/2002";NA;"MBML00005847";17481;"AD";"ACANTHACEAE";"Justicia";"cydoniifolia";"(Nees) Lindau";NA;NA;NA;NA;NA;"V. Demuner/29-10-2002";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;54;27;"S";40;33;11;"W";NA;"Reserva Biológica Augusto Ruschi - Nova Lombardia";"Google Earth - Sede da UC";NA;NA;NA;NA;"R.R. Vervloet";"et al";1023;NA;NA;19;9;2002;"Trepadeira, com frutos de cor verde  a 2m do solo, baixada, dossel 6m.";NA;NA;NA;"AR";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"E";NA;NA;NA;2002-05-21;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
"29/10/2002";NA;"MBML00005852";17569;"AD";"ACANTHACEAE";"Justicia";"cydoniifolia";"(Nees) Lindau";NA;NA;NA;NA;NA;"V. Demuner/30-10-2002";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;54;27;"S";40;33;11;"W";NA;"Reserva Biológica Augusto Ruschi - Nova Lombardia";"Google Earth - Sede da UC";NA;NA;NA;NA;"R.R. Vervloet";"et al";408;NA;NA;27;6;2002;"Trepadeira com frutos a 2m do solo, meia encosta, solo arenoso, local íngrime, frutos imaturos de cor verde, com base branca, sépalas verde, caule piloso, folhas com tegumento marrom.";NA;NA;NA;"AR";"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;"E";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
"29/06/2005";NA;"MBML00005863";23993;"AD";"ACANTHACEAE";"Justicia";"cydoniifolia";"(Nees) Lindau";NA;NA;NA;NA;NA;"A.L.A. Côrtes/01-10-2009";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;50;11;"S";40;33;14;"W";NA;"Santo Henrique";"Google Earth - aproximação pela localidade próxima";NA;NA;NA;NA;"L. Kollmann";"et al";7651;NA;NA;15;4;2005;"Trepadeira, meia sombra. Flores lilás.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"E";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
"23/11/2005";NA;"MBML00005850";25123;"AD";"ACANTHACEAE";"Justicia";"cydoniifolia";"(Nees) Lindau";NA;NA;NA;NA;NA;"A.L.A. Côrtes/01-10-2009";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;55;20;"S";40;35;21;"W";NA;"Santo Antônio";"Google Earth - aproximação pela localidade próxima";NA;NA;NA;NA;"A. P. Fontana";"et al";1264;NA;NA;5;4;2005;"Rupestre, rastejante, flores lilás.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"E";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
"15/08/2006";NA;"MBML00005849";26109;"AD";"ACANTHACEAE";"Justicia";"cydoniifolia";"(Nees) Lindau";NA;NA;NA;NA;NA;"A.L.A. Côrtes/01-10-2009";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;49;25;"S";40;30;38;"W";NA;"Nova Lombardia";"Google Earth - aproximação pela localidade próxima";NA;NA;NA;NA;"L. Kollmann";"et al";9085;NA;NA;11;5;2006;"Liana no sol. Flores lilás.";NA;NA;NA;"AR*";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
"29/08/2006";NA;"MBML00005856";26486;"AD";"ACANTHACEAE";"Justicia";"cydoniifolia";"(Nees) Lindau";NA;NA;NA;NA;NA;"A.L.A. Côrtes/01-10-2009";NA;NA;"Brasil";"Espírito Santo";"Marilândia";19;19;57;"S";40;32;5;"W";NA;"Liberdade, Prop.: Reinaldo Bautz";"GPS - arredores da coleta";"400";"550";NA;NA;"V. Demuner";"L.F.S Magnago, T. Cruz e Elias Bausen";2345;NA;"25/05/2006";25;5;2006;"Escandente 3m, flores roxas. Fundo de vale, mata alterada.";NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
"04/09/2008";NA;"MBML00005853";34283;"AD";"ACANTHACEAE";"Justicia";"cydoniifolia";"(Nees) Lindau";NA;NA;NA;NA;NA;"C. Kameyama/Out.2008";NA;NA;"Brasil";"Espírito Santo";"Cariacica";20;18;0;"S";40;32;60;"W";NA;"Reserva Biológica Duas Bocas";"GPS - início da trilha";NA;NA;NA;NA;"C. N. de Fraga";"et al";2045;NA;NA;6;5;2008;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"E";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
NA;NA;"MBML00005882";8895;"AD";"ACANTHACEAE";"Justicia";"genuflexa";"Nees & Mart.";NA;NA;NA;NA;NA;"A.L.A. Côrtes/01-10-2009";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;55;52;"S";40;41;1;"W";NA;"São Lourenço, Mata Fria";"Google Earth - aproximação pelo local da coleta";NA;NA;NA;NA;"L. Kollmann";"E. Bausen & W. Pizziolo";834;NA;NA;28;10;1998;"Mata de encosta. Planta 30cm na sombra. Flores roxas.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2002-05-23;NA;NA;"RB";NA;NA;NA;2010-08-17;NA;TRUE
NA;NA;"MBML00005866";9278;"AD";"ACANTHACEAE";"Justicia";"genuflexa";"Nees & Mart.";NA;NA;NA;NA;NA;"A.L.A. Côrtes/01-10-2009";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;55;32;"S";40;38;8;"W";NA;"São Lourenço, Country Club";"Google Earth - aproximação pelo local da coleta";NA;NA;NA;NA;"L. Kollmann";"E. Bausen & W. Pizziolo";1293;NA;NA;15;12;1998;"Planta 50cm. Flores roxas.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2002-05-23;NA;NA;"RB";NA;NA;NA;2010-08-17;NA;TRUE
NA;NA;"MBML00005875";9374;"AD";"ACANTHACEAE";"Justicia";"genuflexa";"Nees & Mart.";NA;NA;NA;NA;NA;"A.L.A. Côrtes/01-10-2009";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;48;20;"S";40;40;53;"W";NA;"São João de Petrópolis, E.A.F.S.T.";"Google Earth - aproximação pelo local da coleta";NA;NA;NA;NA;"L. Kollmann";"A. Chautems & et al";1274;NA;NA;10;12;1998;"Planta 20cm na mata. Brácteas e flores verdes.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2002-05-23;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
NA;NA;"MBML00005867";9548;"AD";"ACANTHACEAE";"Justicia";"genuflexa";"Nees & Mart.";NA;NA;NA;NA;NA;"A.L.A. Côrtes/01-10-2009";NA;NA;"Brasil";"Espírito Santo";"Santa Maria de Jetibá";19;58;55;"S";40;38;45;"W";NA;"Rio Nove";"Google Earth - aproximação pelo local da coleta";NA;NA;NA;NA;"L. Kollmann";"E. Bausen";1633;NA;NA;20;1;1999;"Planta de 40cm. Na sombra. Flores rosas.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2002-05-23;NA;NA;"RB";NA;NA;NA;2010-08-17;NA;TRUE
"27/10/2000";NA;"MBML00005871";13584;"AD";"ACANTHACEAE";"Justicia";"genuflexa";"Nees & Mart.";NA;NA;NA;NA;NA;"A.L.A. Côrtes/01-10-2009";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;58;17;"S";40;31;49;"W";NA;"Estação Biológica de Santa Lúcia";"Google Earth - Centro  geográfico da UC";NA;NA;NA;NA;"L. Kollmann";"et al";3113;NA;NA;10;10;2000;"Terrestre na sombra, flores roxas com listras brancas.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"E";NA;NA;NA;2002-05-24;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
"04/05/2004";NA;"MBML00005872";22224;"AD";"ACANTHACEAE";"Justicia";"genuflexa";"Nees & Mart.";NA;NA;NA;NA;NA;"A.L.A. Côrtes/01-10-2009";NA;NA;"Brasil";"Espírito Santo";"São Roque do Canaã";19;47;50;"S";40;46;30;"W";NA;"Alto Misterioso";"Google Earth - aproximação pelo local da coleta";NA;NA;NA;NA;"L. Kollmann";"et al";6567;NA;NA;27;3;2004;"Erva 30cm na sombra. Flores lilás.";NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;"E";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
