"DATAREG";"EXTNO";"CODIGO BARRA";"REGISTRO";"GRUPO";"FAMILIA";"GENERO";"ESPECIE";"AUTOR";"INFRAESPEC";"RANKINFRA";"AUTORINFRA";"ORIGEM_NR";"HERBARIO";"DET";"QUALIFIC";"DATADET";"PAIS";"ESTADO";"MUNICIPIO";"LATGRAU";"LATMIN";"LATSEG";"LATDIREC";"LONGGRAU";"LONGMIN";"LONGSEG";"LONGDIREC";"X__1";"LOCALIDADE";"COORDENADA-OBS";"ALTITUDE";"ALTMAIOR";"HABITAT";"VEGETACAO";"COLETOR";"OUTROSCOL";"NUMCOLETOR";"CODIGOCOL";"DATACOL";"DIA";"MES";"ANO";"OBSCOL";"FENOFASE";"NUMDUPLS";"DESTINO";"LEMBRETE";"ANOEMPRESTIMO";"EMPRESTIMO";"NRPARTES";"EM";"PARA";"A_CUIDADOS";"DEVOLUCAO";"OBS";"REMESSA";"vazio";"COLEÇÃO";"TIPIFICAÇÃO";"JR";"PARQUE";"INVENTÁRIO 2001";"INVENTÁRIO";"C EPÍFITAS";"DISTRIBUIÇÃO DE DUPLICATAS";"SUSPEITO-CRIA";"LOCALIDADE DETALHADA";"DUPLICATA DE";"INVENTÁRIO 2010";"INVENTÁRIO 2010 OBS";"INVENTÁRIO 2010 LOCALIZADO"
"20/04/2005";NA;"MBML00005877";23623;"AD";"ACANTHACEAE";"Justicia";"genuflexa";"Nees & Mart.";NA;NA;NA;NA;NA;"A.L.A. Côrtes/01-10-2009";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;49;14;"S";40;33;11;"W";NA;"Lombardia";"Google Earth - aproximação pelo local da coleta";NA;NA;NA;NA;"L. Kollmann";"et al";7362;NA;NA;NA;2;2005;"Erva 40cm. Na sombra, flores brancas com listras lilás no labelo.";NA;NA;NA;"AR*";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"E";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
"17/08/2006";NA;"MBML00005873";26409;"AD";"ACANTHACEAE";"Justicia";"genuflexa";"Nees & Mart.";NA;NA;NA;NA;NA;"A.L.A. Côrtes/01-10-2009";NA;NA;"Brasil";"Espírito Santo";"Santa Leopoldina";20;7;23;"S";40;32;47;"W";NA;"Bragança, Rancho Chapadão, Prop.: João Emilio";"GPS - arredores da coleta";"280";"550";NA;NA;"V. Demuner";"T. Cruz, M. Belizário, Elias Bausen, Jaqueline";2103;NA;"30/03/2006";30;3;2006;"Herbácea 60cm, flores lilás. Interior de mata em regeneração.";NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
"29/08/2006";NA;"MBML00005876";26487;"AD";"ACANTHACEAE";"Justicia";"genuflexa";"Nees & Mart.";NA;NA;NA;NA;NA;"A.L.A. Côrtes/01-10-2009";NA;NA;"Brasil";"Espírito Santo";"Marilândia";19;19;57;"S";40;32;5;"W";NA;"Liberdade, Prop.: Reinaldo Bautz";"GPS - arredores da coleta";"400";"550";NA;NA;"V. Demuner";"L.F.S Magnago, T. Cruz e Elias Bausen";2346;NA;"25/05/2006";25;5;2006;"Herbácea/rupícola, flores brancas, labelo roxo, brácteas verdes. Fundo de vale, mata alterada.";NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
"08/02/2007";NA;"MBML00005868";28805;"AD";"ACANTHACEAE";"Justicia";"genuflexa";"Nees & Mart.";NA;NA;NA;NA;NA;"A.L.A. Côrtes/01-10-2009";NA;NA;"Brasil";"Espírito Santo";"Santa Leopoldina";20;3;33;"S";40;28;14;"W";NA;"Fazenda Caioaba, propr.:Virloni, Mata, trilha da divisa.";"GPS - arredores da coleta";"250";"500";NA;NA;"L. F. S. Magnago";"V. Demuner, T. Cruz e Elias Bausen";1253;NA;"09/08/2006";9;8;2006;"Herbácea com 1,5m. Flores lilás. Mata.";NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
"23/04/2007";NA;"MBML00005870";29540;"AD";"ACANTHACEAE";"Justicia";"genuflexa";"Nees & Mart.";NA;NA;NA;NA;NA;"A.L.A. Côrtes/01-10-2009";NA;NA;"Brasil";"Espírito Santo";"Marilândia";19;20;45.5;"S";40;32;57.8;"W";NA;"Liberdade (Água Viva, Pedra do Cruzeiro), propr.: Aguilar A. Lorenccini";"GPS - arredores da coleta";"200";"650";NA;NA;"V. Demuner";"T. Cruz, M. Belizário e Elias Bausen.";3344;NA;"21/03/2007";21;3;2007;"Erva botões florais, flores brancas. Interior de mata.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
"23/02/2008";NA;"MBML00005874";32747;"AD";"ACANTHACEAE";"Justicia";"genuflexa";"Nees & Mart.";NA;NA;NA;NA;NA;"A.L.A. Côrtes/01-10-2009";NA;NA;"Brasil";"Espírito Santo";"Marilândia";19;20;53;"S";40;33;3;"W";NA;"Alto Liberdade, Pedra do Cruzeiro, propr.: Aguilar.";"GPS - arredores da coleta";"150";"850";NA;NA;"L. F. S. Magnago";"V. Demuner, T. Cruz e Elias Bausen";875;NA;"18/04/2006";18;4;2006;"Herbácea lenhosa. Flores brancas, fundo da corola lilás. Solo raso, interior da floresta (Cruzeiro a gruta).";NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
"23/09/2008";NA;"MBML00005869";34487;"AD";"ACANTHACEAE";"Justicia";"genuflexa";"Nees & Mart.";NA;NA;NA;NA;NA;"A.L.A. Côrtes/01-10-2009";NA;NA;"Brasil";"Espírito Santo";"Cariacica";20;16;42;"S";40;32;26;"W";NA;"Reserva Biológica Duas Bocas";"GPS - início da trilha";NA;NA;NA;NA;"A. M. Amorim";"et al";7376;NA;NA;6;5;2008;NA;NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
"11/12/2001";NA;"MBML00005887";15701;"AD";"ACANTHACEAE";NA;NA;NA;NA;NA;NA;NA;NA;"D.C. Wasshausen/Março-2002";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;54;27;"S";40;33;11;"W";NA;"Reserva Biológica Augusto Ruschi - Nova Lombardia";"Google Earth - Sede da UC";NA;NA;NA;NA;"L. Kollmann";"et al";5086;NA;NA;29;11;2001;"Erva 80cm; Flores lilás.";NA;NA;NA;"AR";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"E";NA;NA;NA;2002-06-06;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
"04/07/2011";NA;"MBML00005888";41592;"AD";"ACANTHACEAE";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Brasil";"Espírito Santo";"São Domingos do Norte";19;19;31;"S";40;36;41;"W";NA;"Trevo p/ Águia Branca (Torre 58/2 - LT 230 Kv Mascarenhas x Verona)";NA;"150";NA;NA;NA;"A. M. Assis";"K.F.O. Faria";1601;NA;"02/05/2008";2;5;2008;"Terrrestre. Calice verde. Corola vinacea. Floresta Ombrofila Densa – estagio avançado de regeneração.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2011-09-06;NA;TRUE
"22/05/2007";NA;"MBML00005885";30049;"AD";"ACANTHACEAE";"Justicia";"lepida";"(Moric.) Wassh.";NA;NA;NA;NA;NA;"Sheila R. Profice/Agosto-2009";NA;NA;"Brasil";"Espírito Santo";"Governador Lindenberg";19;8;22;"S";40;27;35;"W";NA;"Morelo, propr.: Fernando Nicolli (mata próximo da sede)";"GPS - arredores da coleta";"150";"200";NA;NA;"V. Demuner";"T. Cruz, R. R. Vervloet, M. Belisario e Elias Bausen.";3727;NA;"24/04/2007";24;4;2007;"Escandente flores vermelhas. Interior de mata.";NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
"31/05/2007";NA;"MBML00005884";30162;"AD";"ACANTHACEAE";"Justicia";"lepida";"(Moric.) Wassh.";NA;NA;NA;NA;NA;"Sheila R. Profice/Agosto-2009";NA;NA;"Brasil";"Espírito Santo";"Águia Branca";18;56;45;"S";40;48;10;"W";NA;"Rochedo, propr.:  Arlindo Breda";"GPS - arredores da coleta";"400";"550";NA;NA;"V. Demuner";"T. Cruz, R. R. Vervloet e Elias Bausen.";3893;NA;"16/05/2007";16;5;2007;"Erva 1m flores vermelhas. Borda de mata.";NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
"18/07/2007";NA;"MBML00005886";30449;"AD";"ACANTHACEAE";"Justicia";"lepida";"(Moric.) Wassh.";NA;NA;NA;NA;NA;"Sheila R. Profice/Agosto-2009";NA;NA;"Brasil";"Espírito Santo";"Águia Branca";18;58;41;"S";40;39;56;"W";NA;"Santa Luzia, Prop. Ciro Ferreira";"GPS - arredores da coleta";"170";"300";NA;NA;"R.R. Vervloet";"V. Demuner, E. Bausen, T. A. Cruz";2775;NA;"04/07/2007";4;7;2007;"Liana, brácteas e sépalas de cor verde, pétalas vinho.";NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
"27/02/2008";NA;"MBML00005883";32824;"AD";"ACANTHACEAE";"Justicia";"lepida";"(Moric.) Wassh.";NA;NA;NA;NA;NA;"Sheila R. Profice/Agosto-2009";NA;NA;"Brasil";"Espírito Santo";"Colatina";19;20;53;"S";40;33;3;"W";NA;"Alto Moacir, Pedra do Cruzeiro, propr.: Landislau.";"GPS - arredores da coleta";"150";"850";NA;NA;"L. F. S. Magnago";"V. Demuner, T. Cruz e Elias Bausen";784;NA;"17/04/2006";17;4;2006;"Liana. Flores vináceas. Mata ciliar.";NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"X";NA;NA;2010-08-17;NA;TRUE
NA;NA;"MBML00005899";1721;"AD";"ACANTHACEAE";"Justicia";"scheidweileri";"V.A.W.Graham";NA;NA;NA;NA;NA;NA;NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;48;20;"S";40;40;53;"W";NA;"São João de Petrópolis, E.A.F.S.T.";"Google Earth - aproximação pelo local da coleta";NA;NA;NA;NA;"H. Q. Boudet Fernandes";NA;1862;"FERNANDES, 1862";NA;20;2;1986;"Erva, brácteas verde claras, corola branca, com corola lilás, todo amarelo no lábio inferior.";NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2002-05-23;NA;NA;"US";NA;NA;NA;2010-08-17;NA;TRUE
NA;NA;"MBML00005902";1737;"AD";"ACANTHACEAE";"Justicia";"scheidweileri";"V.A.W.Graham";NA;NA;NA;NA;NA;NA;NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;55;11;"S";40;28;46;"W";NA;"Goiapaba-Açu";"Google Earth - aproximação pela localidade próxima";NA;NA;NA;NA;"W. Pizziolo";NA;156;"PIZZIOLO, W., 156";NA;23;10;1984;"Arbustinho com flores avermelhadas, em barro vermelho.";NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2002-05-23;NA;NA;"MO, US";NA;NA;NA;2010-08-17;NA;TRUE
NA;NA;"MBML00005891";1794;"AD";"ACANTHACEAE";"Justicia";"scheidweileri";"V.A.W.Graham";NA;NA;NA;NA;NA;"A. Indriunas/07-XII-2009";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;48;20;"S";40;40;53;"W";NA;"São João de Petrópolis, E.A.F.S.T.";"Google Earth - aproximação pelo local da coleta";NA;NA;NA;NA;"W. Boone";NA;819;"BOONE, 819";NA;8;10;1985;"Erva folhas um pouco vináceas inferiormente, brácteas verde claras, botões florais liláses, semi-sombra, capoeirão, encosta a margem de riacho.";NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2002-05-23;NA;NA;"RB, US";NA;NA;NA;2010-08-17;NA;TRUE
NA;NA;"MBML00005901";3882;"AD";"ACANTHACEAE";"Justicia";"scheidweileri";"V.A.W.Graham";NA;NA;NA;NA;NA;NA;NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;55;11;"S";40;28;46;"W";NA;"Goiapaba-Açu";"Google Earth - aproximação pela localidade próxima";NA;NA;NA;NA;"W. Boone";NA;211;"BOONE, 211";NA;30;5;1984;"Arbusto, flores grenar, solo avermelhado, altitude de +/- 500m.";NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2002-05-23;NA;NA;"US";NA;NA;NA;2010-08-17;NA;TRUE
NA;NA;"MBML00005894";9373;"AD";"ACANTHACEAE";"Justicia";"scheidweileri";"V.A.W.Graham";NA;NA;NA;NA;NA;"A. Indriunas/07-XII-2009";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;48;20;"S";40;40;53;"W";NA;"São João de Petrópolis, E.A.F.S.T.";"Google Earth - aproximação pelo local da coleta";NA;NA;NA;NA;"L. Kollmann";"A. Chautems & et al";1276;NA;NA;10;12;1998;"Planta 20cm na mata. Brácteas e flores verdes.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2002-05-23;NA;NA;"RB";NA;NA;NA;2010-08-17;NA;TRUE
"25/08/1999";NA;"MBML00005893";10253;"AD";"ACANTHACEAE";"Justicia";"scheidweileri";"V.A.W.Graham";NA;NA;NA;NA;NA;"A. Indriunas/07-XII-2009";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;51;40;"S";40;36;54;"W";NA;"Estrada do Vinte e Cinco de Julho";"Google Earth - aproximação pelo local da coleta";NA;NA;NA;NA;"L. Kollmann";"E. Bausen & W. Pizziolo";2388;NA;NA;6;4;1999;"Planta 30 cm. Flores rosas. Brácteas verdes.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2002-05-23;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
"18/02/2000";NA;"MBML00005898";11811;"AD";"ACANTHACEAE";"Justicia";"scheidweileri";"V.A.W.Graham";NA;NA;NA;NA;NA;"A. Indriunas/07-XII-2009";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;53;52;"S";40;48;53;"W";NA;"Pedra da Onça";"Google Earth - aproximação pelo local da coleta";NA;NA;NA;NA;"V. Demuner";"et al";467;NA;NA;6;1;2000;"Herbacea, bracteas de cor verde, flores com petalas lilases, frutos jovens de cor verde claro. Interior de mata, ambiente umido e rochoso.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"E";NA;NA;NA;2002-05-24;NA;NA;"RB";"X";NA;NA;2010-08-17;NA;TRUE
"03/10/2001";NA;"MBML00005903";15110;"AD";"ACANTHACEAE";"Justicia";"scheidweileri";"V.A.W.Graham";NA;NA;NA;NA;NA;"A. Indriunas/07-XII-2009";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;56;10;"S";40;30;25;"W";NA;"Rio Saltinho";"Google Earth - aproximação pela localidade próxima";NA;NA;NA;NA;"L. Kollmann";"et al";4469;NA;NA;4;9;2001;"Erva 40cm na sombra. Brácteas vermelhas. Flores rosas.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"E";NA;NA;NA;2002-06-06;NA;NA;"RB";NA;NA;NA;2010-08-17;NA;TRUE
"17/07/2006";NA;"MBML00005895";25915;"AD";"ACANTHACEAE";"Justicia";"scheidweileri";"V.A.W.Graham";NA;NA;NA;NA;NA;"A. Indriunas/07-XII-2009";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;56;10;"S";40;30;25;"W";NA;"Rio Saltinho";"Google Earth - aproximação pela localidade próxima";NA;NA;NA;NA;"L. Kollmann";"et al";8379;NA;NA;21;10;2005;"Erva 30cm na sombra. Brácteas avermelhadas.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
"30/01/2008";NA;"MBML00005896";32616;"AD";"ACANTHACEAE";"Justicia";"scheidweileri";"V.A.W.Graham";NA;NA;NA;NA;NA;"A. Indriunas/07-XII-2009";NA;NA;"Brasil";"Espírito Santo";"João Neiva";19;44;51.8;"S";40;28;55.8;"W";NA;"Alto Bergamo";"GPS - arredores da coleta";"355";NA;NA;NA;"L. Kollmann";"A. P. Fontana & Kaio A. Brahim";10078;NA;"04/10/2007";4;10;2007;"Erva 1m na sombra. Brácteas vináceas, flores brancas com lóbulo lilás.";NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
"07/02/2007";NA;"MBML00005904";28530;"AD";"ACANTHACEAE";"Justicia";"simonisia";"V.A.W.Graham";NA;NA;NA;NA;NA;"Sheila R. Profice/Agosto-2009";NA;NA;"Brasil";"Espírito Santo";"Santa Leopoldina";20;5;38;"S";40;25;54;"W";NA;"Morro Agudo, Prop.: Dona Maria";"GPS - arredores da coleta";"150";"350";NA;NA;"L. F. S. Magnago";"V. Demuner, T. Cruz e Elias Bausen";1039;NA;"18/05/2006";18;5;2006;"Arbusto 1m de alt. Flores roxas. Rupícula (Mata em fundo de vale).";NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"X";NA;NA;2010-08-17;NA;TRUE
"13/04/2007";NA;"MBML00005905";29288;"AD";"ACANTHACEAE";"Justicia";"simonisia";"V.A.W.Graham";NA;NA;NA;NA;NA;"Sheila R. Profice/Agosto-2009";NA;NA;"Brasil";"Espírito Santo";"Santa Leopoldina";20;5;38;"S";40;25;56;"W";NA;"Colina Verde (Morro do Agudo), propr.: Dona Maria.";"GPS - arredores da coleta";"150";"300";NA;NA;"V. Demuner";"T. Cruz, M. Belizário e Elias Bausen.";3208;NA;"15/03/2007";15;3;2007;"Arbusto 1m, flores lilás (CULTIVO). Interior de mata, fundo de vale úmido.";NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"x";NA;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
NA;NA;"MBML00005906";1741;"AD";"ACANTHACEAE";"Justicia";"symphyantha";"(Nees ex Mart.) Lindau";NA;NA;NA;NA;NA;NA;NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;55;34;"S";40;35;5;"W";NA;"Mata do Duca Croce";"Google Earth - aproximação pelo local da coleta";NA;NA;NA;NA;"J. M. Vimercat";NA;125;"VIMERCAT, 125";NA;15;5;1985;"Planta pequeno porte, flores esbranquiçadas.";NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2002-05-23;NA;NA;"US";NA;NA;NA;2010-08-17;NA;TRUE
NA;NA;"MBML00005907";1785;"AD";"ACANTHACEAE";"Justicia";"symphyantha";"(Nees ex Mart.) Lindau";NA;NA;NA;NA;NA;NA;NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;55;52;"S";40;41;60;"W";NA;"Mata Fria";"Google Earth - aproximação pelo local da coleta";NA;NA;NA;NA;"W. Pizziolo";NA;232;"PIZZIOLO, W., 232";NA;21;11;1985;"Erva com flores de corola rosa-choque, cálice verde, ciófila, mata.";NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2002-05-23;NA;NA;"MO, US";NA;NA;NA;2010-08-17;NA;TRUE
NA;NA;"MBML00005914";1786;"AD";"ACANTHACEAE";"Justicia";"symphyantha";"(Nees ex Mart.) Lindau";NA;NA;NA;NA;NA;NA;NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;55;32;"S";40;38;8;"W";NA;"Country Club";"Google Earth - aproximação pelo local da coleta";NA;NA;NA;NA;"H. Q. Boudet Fernandes";NA;1650;"FERNANDES, 1650";NA;19;11;1985;"Erva, pilosidade translúcida, brácteas e cálice verdes, corola rosa-choque com nervuras brancas, semi-sombra, mata, na estrada.";NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2002-05-23;NA;NA;"US";NA;NA;NA;2010-08-17;NA;TRUE
NA;NA;"MBML00005909";1790;"AD";"ACANTHACEAE";"Justicia";"symphyantha";"(Nees ex Mart.) Lindau";NA;NA;NA;NA;NA;NA;NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;58;17;"S";40;31;49;"W";NA;"Estação Biológica de Santa Lúcia";"Google Earth - Centro  geográfico da UC";NA;NA;NA;NA;"H. Q. Boudet Fernandes";NA;1614;"FERNANDES, 1614";NA;7;11;1985;"Erva rupícola a higrófila, flores rosa-choque com nervuras brancas na pétala inferior, semi-sombra, mata, encosta.";NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2002-05-23;NA;NA;"US";NA;NA;NA;2010-08-17;NA;TRUE
NA;NA;"MBML00005911";1791;"AD";"ACANTHACEAE";"Justicia";"symphyantha";"(Nees ex Mart.) Lindau";NA;NA;NA;NA;NA;NA;NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;58;17;"S";40;31;49;"W";NA;"Estação Biológica de Santa Lúcia";"Google Earth - Centro  geográfico da UC";NA;NA;NA;NA;"H. Q. Boudet Fernandes";NA;1595;"FERNANDES, 1595";NA;7;11;1985;"Sub-arbusto 60cm, pêlos alvos, flores com corola rosa-choque, ciófila, capoeirão.";NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2002-05-23;NA;NA;"US, CEPEC";NA;NA;NA;2010-08-17;NA;TRUE
"14/01/2003";NA;"MBML00005910";18977;"AD";"ACANTHACEAE";"Justicia";"symphyantha";"(Nees ex Mart.) Lindau";NA;NA;NA;NA;NA;"Sheila R. Profice/21-01-2004";NA;NA;"Brasil";"Espírito Santo";"Santa Maria de Jetibá";19;58;55;"S";40;38;45;"W";NA;"Rio Nove";"Google Earth - aproximação pelo local da coleta";NA;NA;NA;NA;"L. Kollmann";NA;5851;NA;NA;16;12;2002;"Erva 1m. Sombra. Flores lilás.";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"E";NA;NA;NA;NA;NA;NA;"RB";NA;NA;NA;2010-08-17;NA;TRUE
"12/12/2008";NA;"MBML00005912";35879;"AD";"ACANTHACEAE";"Justicia";"symphyantha";"(Nees ex Mart.) Lindau";NA;NA;NA;NA;NA;"Sheila R. Profice/Agosto-2009";NA;NA;"Brasil";"Espírito Santo";"Alegre";20;40;52;"S";41;23;55;"W";NA;"Monte Cristo";"Google Earth - aproximação pelo local da coleta";"500";NA;NA;NA;"L. Kollmann";"A.P. Fontana, D.Couto, C. Fraga & M. Simonelli";10375;NA;"20/01/2008";20;1;2008;"Erva 1m no sol, botões verdes.";NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
"22/08/2013";NA;"MBML00005908";46378;"AD";"ACANTHACEAE";"Justicia";"symphyantha";"(Nees ex Mart.) Lindau";NA;NA;NA;NA;NA;"A.M. Assis/IV-2006";NA;NA;"Brasil";"Espírito Santo";"Santa Leopoldina";20;4;52;"S";40;35;50;"W";NA;"Suíça, Pousada Suíça, RPPN Suíça, propriedade do Sr. Pedro Busatto, trilha do córrego, lado direito";NA;"460";NA;NA;NA;"A. P. Fontana";"A. M. de Assis";1929;NA;"29/01/2006";29;1;2006;"Terrestre. Flores lilás";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"E";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2013-08-22;NA;TRUE
"10/12/2007";NA;"MBML00005915";32122;"AD";"ACANTHACEAE";"Justicia";"tijucensis";"V.A.W.Graham";NA;NA;NA;NA;NA;"Sheila R. Profice/Agosto-2009";NA;NA;"Brasil";"Espírito Santo";"Águia Branca";18;58;32;"S";40;46;10;"W";NA;"Pedra redonda. Prop.Jorge Wrublewski";"GPS - arredores da coleta";"300";"550";NA;NA;"H. Q. Boudet Fernandes";"V. Demuner, T. A. Cruz, R. R. Vervloet";3414;NA;"02/10/2007";2;10;2007;"Mata de encosta. Erva 70cm. Corola externamente alvo rosada, internamente rosa-choque. A beira do córrego.";NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
"07/02/2007";NA;"MBML00005917";28436;"AD";"ACANTHACEAE";"Justicia";"wasshauseniana";"Profice";NA;NA;NA;NA;NA;"A. Indriúnas & E.M.Aoyama/2015";NA;NA;"Brasil";"Espírito Santo";"Águia Branca";18;54;10;"S";40;40;1;"W";NA;"Aguas Claras, propr.: Seu Voito.";"GPS - arredores da coleta";"300";"330";NA;NA;"L. F. S. Magnago";"V. Demuner, M. Belizário, E. Bausen";648;NA;"02/02/2006";2;2;2006;"Herbácea. Flores brancas com manchas vináceas no fundo da corola. Solo úmido. Mata a beira do corrego.";NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"X";NA;NA;2010-08-17;NA;TRUE
"19/03/2009";NA;"MBML00005916";36516;"AD";"ACANTHACEAE";"Justicia";"wasshauseniana";"Profice";NA;NA;NA;NA;NA;"A. Indriúnas & E.M.Aoyama/2015";NA;NA;"Brasil";"Espírito Santo";"Jaguaré";18;49;34;"S";40;3;33;"W";NA;"Giral";"GPS - inferido por expedições anteriores";NA;NA;NA;NA;"L. Kollmann";"& R.S.Lopes";11436;NA;"17/01/2009";17;1;2009;"Mussununga.Erva 1 m na sombra, flores amareladas.";NA;NA;NA;NA;"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
NA;NA;"MBML00005919";1788;"AD";"ACANTHACEAE";NA;NA;NA;NA;NA;NA;NA;NA;"A. Indriúnas & E.M.Aoyama/2015";NA;NA;"Brasil";"Espírito Santo";"Santa Teresa";19;54;22;"S";40;36;7;"W";NA;"Vale do Canaã";"Google Earth - aproximação pela localidade próxima";NA;NA;NA;NA;"W. A. Hoffmann";NA;283;"HOFFMANN, 283";NA;8;11;1985;"Arbusto 80cm, com flores esverdeadas, estrias vináceas no interior da corola, semi-sombra, mata.";NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2002-05-23;NA;NA;NA;NA;NA;NA;2010-08-17;NA;TRUE
